Receive Date,Receive Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
03/19/2020,New Rcv,SJ,M,H,27,Webb,22990001,Property,BURG BLDG,02/04/2020,03/20/2019,11 to 12 Months
09/09/2019,New Rcv,ID,M,H,52,Angelina,13990075,Violent,ASLT FAM VIOL W/PREV CONV,07/30/2019,10/07/2018,2 Years & Less
02/04/2020,New Rcv,ID,F,H,25,Bexar,12990001,Violent,ROBBERY,01/14/2020,05/07/2019,8 Years
09/03/2019,NR-Prob Mod,SAFP,M,W,28,Milam,35990014,Drug,POSS CS PG 1 <1G,,02/24/2018,SAFPF
11/06/2019,Parole Rvk-Tech Only,ID,M,B,51,Harris,36990007,Other,FAIL COMPLY AS SEX OFFENDER,04/07/2017,02/11/2016,4 Years
09/10/2019,New Rcv,ID,M,B,24,Harris,12990001,Violent,ROBBERY BI,08/15/2019,05/16/2018,2 Years & Less
10/01/2019,New Rcv,ID,M,H,24,Webb,48010020,Other,EVADING ARR/DET W/VEH,05/03/2019,11/13/2017,2 Years & Less
09/05/2019,NR-Prob Mod,SAFP,M,H,26,Victoria,35990002,Drug,MAN DEL CS PG 1 >=1G<4G,,12/10/2015,SAFPF
11/27/2019,New Rcv,ID,M,H,22,Harris,13150004,Violent,AGG ASLT SER BOD INJ,11/11/2019,11/01/2015,10 Years
11/13/2019,New Rcv,ID,M,B,22,Harris,09990022,Violent,CAPITAL MURDER,10/17/2019,01/01/2016,Life w/o Parole
10/15/2019,New Rcv,SJ,M,W,28,Tarrant,13990078,Violent,ATT CONT VIOLENCE AGAINST FAMILY,09/20/2019,01/19/2019,17 to 18 Months
11/19/2019,NR-Prob-New Offense,SJ,F,B,31,Dallas,35990014,Drug,POSS CS PG1 L1G COCAINE,11/05/2019,05/23/2018,6 to 7 Months
01/29/2020,New Rcv,SJ,F,W,37,Montgomery,35990014,Drug,POSS CONT SUB,01/14/2020,10/23/2019,6 Months & Less
01/09/2020,New Rcv,SJ,M,H,28,Harris,23990194,Property,THEFT AGGREGATE=>2500<30K MLT CW,01/03/2020,10/11/2018,16 to 17 Months
01/03/2020,New Rcv,ID,M,W,32,Collin,38990029,Other,VIOL/BOND/PROT ORDER ASLT/STALK,11/15/2019,02/03/2019,2 Years & Less
12/30/2019,New Rcv,ID,F,W,28,Smith,35990016,Drug,POSS CONT SUB PG1 4-200G,11/19/2019,06/11/2019,6 Years
09/05/2019,New Rcv,ID,M,H,26,Tarrant,13990083,Violent,ASLT INT RECK BRTH CIRC FAM MEM,08/14/2019,01/12/2019,21 to 25 Years
10/02/2019,New Rcv,ID,M,H,23,Harris,35990011,Drug,MAN DEL CONT SUB PG3/4 28-200G,08/13/2019,05/17/2019,6 Years
09/17/2019,New Rcv,SJ,M,H,24,Harris,23990132,Property,THEFT FROM PERSON,09/09/2019,03/28/2019,6 Months & Less
01/24/2020,New Rcv,ID,M,W,30,Gregg,35990015,Drug,POSS CONT SUB 1-4G,11/08/2019,05/15/2019,2 Years & Less
10/01/2019,NR-Prob-New Offense,ID,M,H,41,Dallas,24110003,Property,UUMV,09/03/2019,06/05/2018,2 Years & Less
11/27/2019,NR-Prob Mod,SAFP,M,A,45,Fort Bend,13990078,Violent,CONTINUOUS VIOLENCE AGAINST THE,,11/17/2017,SAFPF
11/27/2019,NR-Prob-Orig,SAFP,M,W,29,Dallas,35990014,Drug,POSS CS PG 1 <1G,,12/28/2018,SAFPF
12/27/2019,New Rcv,SJ,M,B,25,Dallas,35990014,Drug,POSS C/S; METH,12/09/2019,07/24/2018,6 Months & Less
12/19/2019,NR-Prob-Orig,SAFP,M,H,23,El Paso,22990001,Property,BURGLARY OF BUILDING,,11/22/2019,SAFPF
02/28/2020,New Rcv,SJ,M,B,26,Gregg,23990196,Property,THEFT HABITUAL,01/17/2020,07/21/2019,14 to 15 Months
02/21/2020,NR-Prob-New Offense,ID,M,B,23,Smith,12990002,Violent,AGG ROBBERY,11/06/2019,03/31/2016,16 to 20 Years
01/13/2020,NR-Prob Mod,SAFP,M,W,34,Tarrant,35990014,Drug,POSS CS PG 1 <1G,,05/08/2018,SAFPF
03/04/2020,New Rcv,SJ,M,H,26,Cameron,22990001,Property,BURG BLDG,10/16/2019,05/20/2019,17 to 18 Months
10/24/2019,New Rcv,ID,M,H,41,Hopkins,54040011,Other,DWI 3/M,10/02/2019,11/18/2018,5 Years
02/05/2020,NR-Prob Mod,SAFP,M,B,25,Bowie,35990014,Drug,POSS CS PG 1 <1G,,10/01/2019,SAFPF
10/17/2019,NR-Prob-Tech Only,ID,M,B,24,Travis,13990063,Violent,ASLT PUBLIC SERVANT,09/24/2019,06/02/2016,3 Years
09/27/2019,NR-Prob-Tech Only,SJ,M,W,30,Bell,35990014,Drug,POSS CS L/1G,08/27/2019,02/25/2017,6 Months & Less
08/21/2020,NR-Prob-New Offense,ID,M,W,33,Midland,35990015,Drug,POSS CONT SUB PG1,03/14/2019,11/09/2017,3 Years
12/16/2019,NR-Prob-New Offense,ID,M,H,26,Dallas,22990002,Property,BURG HABIT,11/14/2019,09/24/2018,8 Years
01/16/2020,New Rcv,SJ,M,H,29,Harris,35990014,Drug,POSS COC<1G,01/03/2020,11/11/2019,6 Months & Less
02/27/2020,New Rcv,SJ,M,W,32,Tarrant,26040042,Property,FRAUD USE/POSS ID INFO U/5 ITEMS,02/07/2020,05/14/2019,14 to 15 Months
02/25/2020,New Rcv,ID,M,B,25,Harris,12990001,Violent,ROBBERY,01/27/2020,08/28/2019,4 Years
12/17/2019,New Rcv,SJ,M,W,36,Harris,35990014,Drug,POSS CS PG1<1G HEROIN,12/10/2019,11/06/2019,7 to 8 Months
02/11/2020,NR-Prob-New Offense,ID,F,H,25,Guadalupe,22990002,Property,BURG HABIT,12/12/2019,07/08/2016,4 Years
02/04/2020,New Rcv,ID,M,H,25,Harris,52120009,Other,FELON POSS WPN,01/21/2020,10/13/2019,2 Years & Less
09/10/2019,NR-Prob Mod,SAFP,F,H,30,Dallas,35990014,Drug,POSS CS PG 1 <1G,,02/06/2018,SAFPF
11/06/2019,Parole Rvk-New Offense,ID,M,H,26,Hidalgo,54040032,Violent,INTOX ASLT,05/13/2015,03/10/2015,6 Years
01/31/2020,Parole Rvk-New Offense,ID,M,H,23,Hidalgo,48010020,Other,EVAD ARREST DET VEH,11/15/2018,01/16/2016,2 Years & Less
11/27/2019,New Rcv,SJ,M,H,23,Hidalgo,35990014,Drug,POSS CS PG 1<1G,11/07/2019,09/24/2019,6 Months & Less
02/27/2020,NR-Prob-Tech Only,ID,M,W,24,Denton,35990003,Drug,POSS CONT SUBS WID,12/18/2019,11/22/2016,5 Years
04/06/2020,NR-Prob-Tech Only,SJ,M,W,24,Denton,35990138,Drug,POSS CONT/SUB,12/18/2019,12/30/2014,11 to 12 Months
11/26/2019,NR-Prob-Tech Only,ID,F,W,30,Montgomery,54040011,Other,DWI,07/06/2017,03/04/2017,3 Years
03/12/2020,NR-Prob Mod,SAFP,M,H,29,Dallas,13990043,Violent,INJ CHILD/ELDERLY/DISABLED W/INT,,05/14/2017,SAFPF
01/10/2020,Parole Rvk-New Offense,ID,M,W,33,Travis,54040011,Other,DWI,10/13/2017,09/22/2010,2 Years & Less
02/25/2020,New Rcv,ID,M,W,41,Harris,13150005,Violent,AGG ASLT W/DWPN,02/04/2020,01/31/2019,5 Years
01/10/2020,NR-Prob-Tech Only,SJ,M,H,30,Palo Pinto,35990019,Drug,"POSS CS <1G, THC",06/21/2017,06/22/2016,8 to 9 Months
03/20/2020,NR-Prob-Tech Only,SJ,M,B,30,Jefferson,23990194,Property,FEL THEFT,06/12/2017,06/09/2016,8 to 9 Months
08/05/2020,NR-Prob-New Offense,ID,F,W,48,Jefferson,54040011,Other,DWI 3/M,03/04/2019,11/29/2017,6 Years
09/12/2019,New Rcv,ID,M,W,29,Denton,48010020,Other,EVADING ARREST,07/31/2019,12/22/2018,2 Years & Less
03/06/2020,NR-Prob-Tech Only,SJ,M,H,21,Hidalgo,23990196,Property,THEFT PROP<$2500 2/MOR PREV CONV,08/22/2019,03/10/2019,6 Months & Less
09/25/2019,NR-Prob Mod,SAFP,M,W,26,Bowie,22990001,Property,,,,SAFPF
11/06/2019,NR-Prob-Orig,SAFP,M,B,36,Harris,35990014,Drug,POSS CS PG 1 <1G,,11/24/2015,SAFPF
07/17/2020,New Rcv,ID,M,H,24,Harris,52120009,Other,FELON POSS WPN,03/16/2020,11/22/2019,3 Years
06/02/2020,New Rcv,SJ,F,W,34,Hardin,23990196,Property,THEFT W/PRIOR CONVS,03/11/2019,07/03/2017,19 to 20 Months
03/27/2020,New Rcv,ID,M,H,25,Hays,26040043,Property,FRAUD USE/POSS ID INFO,02/11/2020,01/05/2019,4 Years
11/13/2019,NR-Prob-New Offense,ID,F,W,37,Williamson,25890002,Property,FORG GOV/NAT INST/MNY SECURITY,10/23/2019,01/22/2014,2 Years & Less
12/13/2019,Parole Rvk-New Offense,ID,M,H,26,Wichita,49990002,Other,ESCAPE WHILE ARRESTED/CONFINED,01/26/2017,09/03/2016,4 Years
10/14/2019,New Rcv,ID,M,B,26,Milam,13150005,Violent,AGG ASLT DW,08/08/2019,01/26/2018,5 Years
03/13/2020,New Rcv,SJ,M,W,27,Hays,35990014,Drug,POSS CS L/1G:METH,02/20/2020,03/30/2019,10 to 11 Months
11/04/2019,NR-Prob-Tech Only,ID,M,W,58,Fort Bend,36990007,Other,FAIL TO COMPLY W/SOR REG L/ANN,10/14/2019,07/08/2017,4 Years
03/11/2020,NR-Prob-Tech Only,ID,F,H,28,Hidalgo,35990016,Drug,POSS CONT SUBS PG1 4-200G,02/19/2020,03/03/2017,2 Years & Less
04/10/2020,NR-Prob-Tech Only,SJ,F,H,28,Hidalgo,23990194,Property,THEFT PROP $2500-$30K,02/19/2020,12/12/2018,6 Months & Less
11/15/2019,New Rcv,ID,M,W,24,Midland,13990076,Violent,ASLT BY CHOKING,10/24/2019,06/06/2019,2 Years & Less
02/11/2020,NR-Prob-Orig,SAFP,F,H,40,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",,02/13/2019,SAFPF
01/02/2020,New Rcv,ID,F,B,25,Bexar,12990002,Violent,AGG ROBBERY,12/06/2019,02/14/2019,7 Years
09/23/2019,NR-Prob-New Offense,ID,M,W,37,Tarrant,13150005,Violent,AGG ASLT W/DWPN,09/03/2019,10/14/2015,5 Years
11/14/2019,NR-Prob-New Offense,SJ,F,W,39,Panola,35990014,Drug,POSS CS PG1<1G,06/22/2016,09/30/2015,15 to 16 Months
02/19/2020,NR-Prob-Tech Only,ID,M,H,29,Hidalgo,22990002,Property,BURG HABIT,12/14/2009,08/19/2009,2 Years & Less
09/04/2019,New Rcv,ID,M,W,28,Liberty,52030024,Other,FELON POSS F/ARM,08/05/2019,01/31/2018,3 Years
04/07/2020,New Rcv,ID,F,W,38,Pecos,35990003,Drug,POSS CONT SUB WID,03/17/2020,12/23/2018,10 Years
09/30/2019,NR-Prob-New Offense,ID,F,W,37,Hopkins,35990015,Drug,POSS CONT SUB PG1 1-4G,08/12/2019,04/18/2018,2 Years & Less
01/03/2020,New Rcv,SJ,M,H,27,Tarrant,23990196,Property,THEFT <2500-2 MORE PREV CONV,12/17/2019,11/02/2019,6 Months & Less
08/12/2020,New Rcv,ID,M,W,30,Grayson,54040011,Other,DWI,02/20/2020,03/27/2019,3 Years
09/12/2019,New Rcv,ID,M,H,23,Bexar,13990075,Violent,ASLT FAMILY,08/15/2019,01/03/2019,2 Years & Less
03/06/2020,New Rcv,ID,M,B,28,Smith,35990015,Drug,POSS CONT SUB PG1 1-4G,01/08/2020,09/02/2019,4 Years
07/01/2020,New Rcv,ID,M,H,26,Midland,48010020,Other,EVAD ARREST W/MOTOR VEH,04/20/2020,09/14/2019,4 Years
02/03/2020,NR-Prob-Tech Only,ID,M,H,27,Nueces,48010020,Other,EVADE ARREST DET W/VEH,09/16/2016,09/30/2014,3 Years
06/12/2020,New Rcv,SJ,M,H,27,Nueces,24110003,Property,UUV,09/16/2016,09/30/2014,7 to 8 Months
02/03/2020,NR-Prob-Orig,SAFP,M,H,34,Nueces,13150005,Violent,AGG ASSAULT W/DEADLY WEAPON,,07/29/2018,SAFPF
03/03/2020,Parole Rvk-New Offense,ID,M,H,28,Harris,52030024,Other,FELON POSS WPN,03/20/2018,09/10/2017,2 Years & Less
10/24/2019,New Rcv,ID,M,W,43,Grayson,35990016,Drug,POSS CS PG1 4-200G METH,10/03/2019,02/19/2019,16 to 20 Years
07/15/2020,New Rcv,ID,F,W,46,Travis,54040011,Other,DWI,06/03/2020,12/17/2019,2 Years & Less
11/22/2019,NR-Prob-New Offense,SJ,M,B,28,Denton,35620010,Drug,POSS MARIJ,10/30/2019,05/21/2013,6 to 7 Months
02/28/2020,NR-Prob-New Offense,SJ,M,B,26,Milam,48010019,Other,EVADING ARREST W/ PRIOR,09/11/2018,09/05/2017,11 to 12 Months
10/22/2019,New Rcv,ID,M,B,26,Galveston,13150005,Violent,AGG ASLT W/DWPN,10/01/2019,08/10/2019,3 Years
02/03/2020,New Rcv,ID,M,B,27,Tarrant,35990016,Drug,POSS OF CS 4-200G COCAINE,01/15/2020,10/31/2019,3 Years
09/03/2019,NR-Prob-Tech Only,ID,F,H,34,Webb,35990003,Drug,MAN/DEL CS PG1 4-200G COCAINE,12/17/2015,09/26/2014,5 Years
03/03/2020,New Rcv,ID,M,H,46,Webb,73991005,Other,ENGAGE IN ORG CRIM ACT,02/04/2020,02/19/2019,6 Years
02/12/2020,NR-Prob-New Offense,ID,M,B,29,Liberty,13990076,Violent,ASLT FAM/HSE MEM IMP BRTH/CIRC,01/07/2020,08/14/2016,6 Years
01/31/2020,NR-Prob-Tech Only,SJ,M,W,27,Potter,23990194,Property,THEFT PROP >=$2500<$30K,12/18/2019,04/14/2018,14 to 15 Months
01/10/2020,NR-Prob-New Offense,SJ,F,W,40,Hill,54040028,Other,DWI W/CHILD U/15 YOA,10/09/2019,02/08/2019,11 to 12 Months
09/19/2019,New Rcv,SJ,M,W,26,Harris,22990001,Property,BURG BLDG,08/27/2019,07/05/2018,23 to 24 Months & More
12/17/2019,New Rcv,ID,M,B,25,Harris,73991004,Other,ENG IN ORG CRIM ACT,11/19/2019,07/10/2019,8 Years
08/19/2020,New Rcv,ID,M,B,41,Bowie,52120009,Other,UNLAW POSS FIREARM BY FELON,03/30/2020,06/17/2019,7 Years
03/23/2020,NR-Prob Mod,SAFP,M,W,46,Washington,23990008,Property,THEFT OF FIREARM,,06/09/2015,SAFPF
01/15/2020,New Rcv,ID,M,W,29,Jefferson,36010005,Violent,INDECENCY W/CHILD,12/02/2019,02/03/2018,5 Years
11/13/2019,NR-Prob-Orig,SAFP,M,B,28,McLennan,13990076,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BRE,,02/24/2018,SAFPF
11/13/2019,New Rcv,ID,M,H,42,Harris,54040011,Other,DWI,10/23/2019,06/27/2019,4 Years
09/17/2019,NR-Prob-Tech Only,ID,M,H,28,Harris,48010020,Other,EVADE ARREST/DET W/VEH,08/22/2019,08/26/2018,3 Years
08/20/2020,Parole Rvk-New Offense,ID,M,B,37,Potter,35990015,Drug,POSS CONT SUB PG1 1-4G,09/27/2016,07/03/2016,5 Years
12/27/2019,NR-Prob-New Offense,ID,M,W,32,Gregg,54040011,Other,DWI,08/25/2016,03/13/2016,5 Years
01/03/2020,New Rcv,ID,M,H,39,Bexar,22990001,Property,BURG BUILDING INT THEFT,12/04/2019,09/12/2018,4 Years
12/17/2019,New Rcv,ID,M,B,26,Harris,12990002,Violent,AGG ROBBERY DWPN,11/19/2019,11/20/2017,26 to 30 Years
09/24/2019,New Rcv,ID,M,B,25,Harris,11990003,Violent,AGG SEX ASLT,08/29/2019,04/13/2012,11 to 15 Years
09/26/2019,New Rcv,SJ,M,B,24,Harris,29990044,Property,CRIM MISCH>=2500<30K,09/19/2019,12/25/2018,14 to 15 Months
11/20/2019,DMS Rvk-New Offense,ID,M,B,26,Harris,35990016,Drug,POSS AMB-FUBINACA 4-200G,07/24/2018,02/26/2018,2 Years & Less
01/21/2020,New Rcv,ID,M,H,27,Tarrant,13150005,Violent,AGG ASLT W/DW AUTO,01/07/2020,05/13/2018,3 Years
11/14/2019,New Rcv,ID,M,H,24,Denton,52120009,Other,UNL POSS OF FIREARM,10/16/2019,07/31/2019,2 Years & Less
10/07/2019,New Rcv,ID,M,B,25,Madison,13990063,Violent,ASLT PUBLIC SERVANT,09/16/2019,05/10/2016,8 Years
10/09/2019,New Rcv,ID,M,B,25,Harris,48010020,Other,EVADING ARREST/DET W/VEH,09/24/2019,12/28/2018,7 Years
02/19/2020,DMS Rvk-New Offense,ID,M,H,27,Tarrant,73990677,Other,PROH SUBS/ITEM IN CORR FACILITY,10/17/2017,07/11/2017,3 Years
11/26/2019,NR-Prob-New Offense,ID,M,H,28,Potter,13990075,Violent,ASLT FAM/HSE MEM PREV CONV,09/20/2018,03/26/2017,5 Years
11/15/2019,NR-Prob-Tech Only,ID,M,H,27,Tom Green,13990075,Violent,ASLT FAM/HSEHLD MEM PREV,10/09/2019,01/25/2018,2 Years & Less
01/30/2020,NR-Prob-Tech Only,SJ,M,H,27,Tom Green,48010019,Other,EVAD ARREST DET W/PREV CONV,10/09/2019,03/20/2018,9 to 10 Months
10/10/2019,NR-Prob-New Offense,ID,M,H,28,Travis,22990002,Property,BURG HABIT,09/20/2019,06/10/2018,2 Years & Less
11/15/2019,New Rcv,ID,M,W,26,Midland,20990001,Property,ARSON,10/24/2019,11/24/2018,3 Years
07/01/2020,Parole Rvk-New Offense,ID,M,H,30,Hidalgo,11990002,Violent,SEX ASLT,03/28/2013,07/11/2009,8 Years
01/21/2020,DMS Rvk-Tech Only,ID,M,W,40,Grayson,26040044,Property,FRAUD USE POSS ID INFO 10-50 ITE,12/08/2015,08/11/2015,6 Years
03/18/2020,New Rcv,ID,M,B,34,Jefferson,26050014,Property,CREDIT/DEBIT CARD ABUSE,02/10/2020,07/04/2019,5 Years
02/12/2020,NR-Prob-New Offense,ID,M,W,28,Jefferson,53090003,Other,ONLINE IMPERSONATION,01/10/2020,08/04/2015,4 Years
11/05/2019,New Rcv,SJ,F,W,37,Lamar,35990014,Drug,POSS CS PG1 L1G,09/26/2019,08/27/2019,15 to 16 Months
02/18/2020,NR-Prob Mod,SAFP,F,H,29,Bexar,40040011,Other,PROSTITUTION W/3RD OR MORE,,05/17/2018,SAFPF
03/18/2020,NR-Prob-New Offense,ID,M,W,28,Chambers,35990021,Drug,POSS CS CANNABINOL 4-400G,02/13/2020,01/17/2019,2 Years & Less
01/16/2020,New Rcv,SJ,M,H,34,Harris,13990063,Violent,ATT ASSAULT ON PUBLIC SERVANT,01/10/2020,09/06/2019,11 to 12 Months
03/26/2020,NR-Prob-Orig,SAFP,M,W,36,Bexar,35990015,Drug,POSS CS PG 1 >=1G<4G,,07/05/2019,SAFPF
02/25/2020,New Rcv,SJ,M,H,25,Harris,35990014,Drug,POSS CS PG1<1G,02/18/2020,09/13/2019,9 to 10 Months
10/17/2019,New Rcv,ID,M,H,25,Bexar,13990076,Violent,ASLT FAMILY CHOKING/STRANG,09/24/2019,07/23/2018,4 Years
10/24/2019,NR-Prob-New Offense,SJ,M,W,24,Collin,35640012,Drug,DEL MARIJ>1/4 OZ<=5 LBS,02/12/2016,04/03/2015,8 to 9 Months
11/14/2019,NR-Prob-New Offense,ID,M,B,26,Tarrant,13150005,Violent,AGG ASLT W/DWPN,10/28/2019,07/27/2018,3 Years
02/27/2020,NR-Prob-Tech Only,SJ,F,H,28,Webb,35990014,Drug,POSS C/S,11/18/2019,05/21/2015,23 to 24 Months & More
02/04/2020,New Rcv,ID,M,B,29,Harris,22990002,Property,BURG HABIT,01/14/2020,02/07/2019,11 to 15 Years
11/05/2019,New Rcv,ID,M,B,25,Harris,49990002,Other,ESCAPE WHILE ARR CONF FEL,10/22/2019,08/10/2019,2 Years & Less
12/04/2019,New Rcv,ID,M,H,24,Harris,13990082,Violent,ASLT PEACE OFFICER/JUDGE,11/18/2019,12/17/2018,5 Years
03/12/2020,New Rcv,SJ,M,B,23,Harris,24110003,Property,UUV,03/05/2020,10/12/2019,6 Months & Less
02/13/2020,New Rcv,SJ,M,H,28,Harris,35990014,Drug,POSS CS PG1<1G,02/05/2020,11/29/2019,6 Months & Less
09/25/2019,NR-Prob-Tech Only,SJ,M,W,27,Coryell,23990196,Property,"THFT PROP <$2,500 2/+ PREV CONV",05/06/2019,03/20/2019,11 to 12 Months
10/08/2019,New Rcv,ID,M,B,27,Harris,48010020,Other,EVADE ARREST DET VEH,09/24/2019,10/18/2018,3 Years
09/06/2019,New Rcv,SJ,M,W,30,McLennan,23990196,Property,THEFT OF<2500 W/2 OR MORE PRIORS,08/22/2019,02/05/2019,8 to 9 Months
10/03/2019,NR-Prob Mod,SAFP,M,W,37,El Paso,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,12/27/2016,SAFPF
11/20/2019,New Rcv,ID,M,B,24,Harris,12990002,Violent,AGG ROBBERY DWPN,11/01/2019,11/01/2016,10 Years
01/31/2020,NR-Prob-New Offense,ID,M,W,33,Smith,48010012,Other,EVADING ARREST DET W/VEH,10/21/2019,06/27/2009,2 Years & Less
10/16/2019,NR-Prob-Orig,SAFP,M,W,24,Kerr,35990231,Drug,POSS CS PG1 <1G DFZ IAT,,01/12/2019,SAFPF
02/06/2020,New Rcv,SJ,M,W,27,Galveston,24110003,Property,UUV,01/16/2020,10/04/2019,6 to 7 Months
12/23/2019,NR-Prob-Tech Only,ID,M,H,30,Lamb,12990002,Violent,AGG ROBBERY,09/12/2019,09/11/2013,7 Years
10/23/2019,New Rcv,ID,M,W,31,McLennan,48010020,Other,EVADING ARREST/DET W/VEH,10/03/2019,02/18/2019,3 Years
12/27/2019,NR-Prob-New Offense,ID,M,B,24,Tarrant,35990016,Drug,POSS CONT SUB 4-200G COCAINE,12/06/2019,03/12/2018,3 Years
10/10/2019,DMS Rvk-New Offense,ID,M,H,31,Bexar,22990002,Property,BURG HABIT-INTENT COMMIT ASLT,07/12/2010,09/22/2009,4 Years
10/23/2019,New Rcv,ID,M,W,34,Bell,13150005,Violent,AGG ASLT THREAT BI DWPN,09/24/2019,01/29/2019,7 Years
09/27/2019,New Rcv,ID,M,H,26,Comal,13990075,Violent,ASLT FAM VIOL W/PRIOR CONVICTION,08/29/2019,12/29/2017,4 Years
10/24/2019,New Rcv,ID,M,B,27,Harris,52030024,Other,FELON POSS WPN,09/30/2019,04/01/2018,2 Years & Less
10/28/2019,NR-Prob-Tech Only,ID,M,W,24,Callahan,48040003,Other,TAMPER W/EVIDENCE,03/21/2019,06/18/2018,5 Years
10/01/2019,New Rcv,SJ,M,H,24,El Paso,35990014,Drug,POSS CS PG1<1G,08/06/2019,12/23/2018,14 to 15 Months
04/08/2020,NR-Prob-Tech Only,SJ,M,H,29,Nueces,52030018,Other,UNL CARRY WEAPON/WFZ,03/02/2020,03/04/2014,11 to 12 Months
11/22/2019,New Rcv,SJ,M,H,25,Kendall,54040028,Other,DWI W/CHILD UNDER 15 YOA,10/31/2019,07/12/2018,14 to 15 Months
02/14/2020,New Rcv,SJ,M,W,23,Bell,35990014,Drug,POSS CS L/1G,01/31/2020,08/20/2019,11 to 12 Months
10/16/2019,NR-Prob-Tech Only,ID,M,H,24,Hidalgo,22990002,Property,BURG HABIT,09/12/2019,10/17/2018,3 Years
03/19/2020,New Rcv,ID,M,B,22,Travis,22990002,Property,BURG HABIT,02/20/2020,11/29/2019,3 Years
07/23/2020,New Rcv,ID,M,B,24,Taylor,13990078,Violent,ASLT FAM VIOL CONT,02/12/2020,12/08/2017,5 Years
09/12/2019,NR-Prob-Orig,SAFP,M,B,36,Dallas,35990008,Drug,MAN DEL CS PG 2 OR 2-A>=4G<400G,,05/11/2018,SAFPF
10/23/2019,New Rcv,ID,M,B,26,McLennan,35990016,Drug,POSS CONT SUB,10/01/2019,07/22/2018,21 to 25 Years
10/14/2019,New Rcv,ID,M,W,27,Tarrant,26990147,Property,CLAIM LOTTERY PRIZE FRUD 200-10K,09/27/2019,02/03/2019,5 Years
09/03/2019,Parole Rvk-New Offense,ID,M,B,34,Bowie,22990002,Property,BURG HABIT,08/18/2014,12/13/2012,8 Years
10/17/2019,New Rcv,ID,M,H,28,Denton,13150005,Violent,AGG ASLT W/DWPN,09/11/2019,11/02/2016,2 Years & Less
11/27/2019,New Rcv,ID,M,W,29,Ellis,54040011,Other,DWI 3RD OR MORE,10/21/2019,06/11/2019,3 Years
09/16/2019,New Rcv,ID,M,H,25,Gonzales,13150005,Violent,AGG ASLT DW,08/09/2019,09/20/2018,10 Years
10/31/2019,NR-Prob-New Offense,ID,M,W,29,Denton,13990042,Violent,INJ TO CHILD,09/26/2019,08/15/2009,2 Years & Less
09/16/2019,NR-Prob-Orig,SAFP,M,W,31,Johnson,35990015,Drug,POSS CS PG 1 >=1G<4G,,03/26/2019,SAFPF
12/16/2019,NR-Prob-Tech Only,ID,F,W,24,Johnson,12990001,Violent,ROBBERY,09/16/2013,04/10/2013,7 Years
01/23/2020,New Rcv,ID,M,W,25,Guadalupe,35990016,Drug,POSS CONT SUB PG1 4-200G,11/07/2019,12/12/2018,8 Years
10/14/2019,NR-Prob-Tech Only,ID,M,B,29,Tarrant,22990002,Property,BURG HABIT,09/26/2019,03/07/2013,6 Years
01/23/2020,New Rcv,SJ,M,H,29,Tarrant,29990044,Property,CRIMINAL MISCHIEF>=2500<30K,01/13/2020,03/29/2019,6 Months & Less
10/22/2019,New Rcv,ID,M,H,27,Harris,52030024,Other,FELON POSS WPN,10/08/2019,04/14/2018,6 Years
10/21/2019,Parole Rvk-Tech Only,ID,F,W,36,Johnson,35990190,Drug,OBTAIN CONT SUB BY FRAUD,09/24/2014,12/23/2008,10 Years
03/12/2020,New Rcv,SJ,F,B,24,Fort Bend,23990196,Property,"THEFT PROP<$2,500 2/M PREV CONV",02/24/2020,08/24/2017,14 to 15 Months
03/04/2020,New Rcv,ID,M,H,25,Hidalgo,54040011,Other,DWI,02/04/2020,01/05/2020,2 Years & Less
03/23/2020,New Rcv,ID,M,H,24,Refugio,48010020,Other,EVADING ARR W/VEH,02/19/2020,09/19/2019,2 Years & Less
03/24/2020,DMS Rvk-New Offense,ID,M,B,26,Galveston,52030024,Other,UNL POSS FIREARM FELON,08/16/2018,06/21/2018,2 Years & Less
02/28/2020,DMS Rvk-New Offense,ID,M,W,28,Ector,22990002,Property,BURG HABIT,11/07/2014,07/03/2013,5 Years
04/02/2020,NR-Prob-New Offense,ID,F,B,29,Van Zandt,73991003,Other,ENGAGING IN ORG CRIM ACTIVITY,03/10/2020,10/04/2009,2 Years & Less
03/03/2020,New Rcv,ID,M,W,28,Randall,52120009,Other,UNL POSS FIREARM BY FELON,01/28/2020,09/29/2019,2 Years & Less
01/15/2020,New Rcv,SJ,F,B,29,Tarrant,35990014,Drug,POSS CS: COCAINE,11/01/2019,01/13/2018,6 Months & Less
11/14/2019,DMS Rvk-New Offense,ID,F,H,22,Kaufman,52030024,Other,UNL POSS FIREARM BY FELON,04/24/2018,01/27/2018,2 Years & Less
10/07/2019,NR-Prob-New Offense,ID,M,W,29,Nueces,35990016,Drug,POSS CONT SUB PG1 4-200G,03/07/2017,06/29/2016,3 Years
09/18/2019,NR-Prob-New Offense,ID,M,B,40,Tarrant,13990043,Violent,INJ TO INJ CAUSING BI,08/23/2019,07/19/2012,2 Years & Less
03/26/2020,NR-Prob-Tech Only,ID,M,W,32,Travis,13990075,Violent,ASLT FAM/HSE MEM PREV,03/03/2020,12/19/2015,4 Years
